A,B,C,D,target
440.0,808.0,445.0,205.0,5836.5
871.0,253.0,523.0,695.0,6158.5
536.0,333.0,867.0,703.0,7460.5
337.0,734.0,626.0,300.0,6456.0
1.0,921.0,560.0,914.0,6936.0
941.0,548.0,100.0,775.0,5188.5
84.0,816.0,564.0,732.0,6534.0
440.0,723.0,566.0,730.0,6974.0
819.0,702.0,816.0,645.0,8791.5
872.0,30.0,881.0,412.0,6857.0
258.0,450.0,247.0,317.0,3576.5
566.0,129.0,906.0,161.0,6290.5
659.0,203.0,732.0,712.0,6655.0
530.0,209.0,782.0,893.0,6936.5
210.0,511.0,960.0,929.0,8146.5
856.0,721.0,650.0,148.0,7347.0
378.0,324.0,585.0,982.0,6126.0
140.0,858.0,769.0,502.0,7452.0
927.0,811.0,897.0,877.0,10087.5
23.0,412.0,46.0,565.0,2359.5
60.0,397.0,812.0,733.0,6470.5
745.0,416.0,319.0,991.0,5819.5
429.0,113.0,38.0,730.0,2482.0
489.0,690.0,631.0,679.0,7221.5
760.0,322.0,832.0,972.0,8104.0
168.0,49.0,283.0,348.0,2420.0
100.0,255.0,394.0,401.0,3536.5
835.0,344.0,997.0,255.0,8069.5
480.0,201.0,710.0,179.0,5381.5
487.0,797.0,887.0,942.0,9213.0
849.0,145.0,71.0,788.0,3670.0
443.0,927.0,235.0,961.0,6283.5
733.0,478.0,644.0,761.0,7261.5
780.0,502.0,981.0,91.0,8107.5
436.0,304.0,933.0,105.0,6606.5
371.0,172.0,253.0,968.0,3975.0
405.0,647.0,572.0,309.0,6074.5
392.0,485.0,528.0,336.0,5383.0
162.0,491.0,69.0,604.0,3048.0
181.0,998.0,53.0,912.0,4989.0
74.0,535.0,477.0,387.0,4718.5
716.0,758.0,393.0,951.0,7097.5
819.0,750.0,943.0,53.0,8682.5
409.0,42.0,49.0,518.0,1966.0
839.0,588.0,828.0,973.0,9041.5
893.0,901.0,207.0,846.0,6793.0
344.0,732.0,406.0,37.0,4969.5
581.0,628.0,788.0,518.0,7763.0
69.0,201.0,826.0,711.0,5937.5
565.0,340.0,146.0,614.0,3801.0
470.0,886.0,871.0,447.0,8623.5
733.0,61.0,605.0,738.0,5781.0
197.0,990.0,543.0,70.0,6184.0
984.0,647.0,40.0,735.0,5211.5
1.0,440.0,196.0,863.0,3596.5
574.0,664.0,136.0,359.0,4358.5
526.0,930.0,748.0,998.0,9079.0
797.0,913.0,756.0,989.0,9596.5
708.0,93.0,141.0,227.0,2740.5
553.0,983.0,389.0,555.0,6832.5
961.0,100.0,117.0,946.0,4226.0
609.0,282.0,860.0,915.0,7736.5
22.0,575.0,784.0,495.0,6431.5
536.0,270.0,779.0,784.0,6953.0
575.0,161.0,358.0,19.0,3451.5
90.0,612.0,885.0,251.0,6817.5
486.0,519.0,111.0,956.0,4518.0
275.0,280.0,359.0,299.0,3633.5
638.0,625.0,45.0,390.0,3961.0
877.0,155.0,467.0,939.0,5962.5
279.0,705.0,321.0,20.0,4308.0
21.0,14.0,657.0,809.0,4582.5
942.0,564.0,748.0,122.0,7499.0
278.0,975.0,822.0,376.0,8155.0
825.0,253.0,337.0,198.0,4391.0
333.0,395.0,768.0,316.0,6165.0
26.0,892.0,347.0,767.0,5613.5
709.0,677.0,66.0,64.0,3875.0
947.0,491.0,905.0,1000.0,9392.0
955.0,928.0,957.0,333.0,9978.5
824.0,796.0,433.0,968.0,7653.0
900.0,962.0,667.0,508.0,8783.0
444.0,194.0,123.0,23.0,2119.5
171.0,321.0,141.0,901.0,3361.5
170.0,303.0,447.0,12.0,3502.0
162.0,788.0,422.0,231.0,5144.5
994.0,621.0,440.0,167.0,6301.5
269.0,82.0,771.0,594.0,5530.0
727.0,570.0,805.0,326.0,7678.0
179.0,18.0,281.0,937.0,3222.5
750.0,173.0,156.0,795.0,3991.5
514.0,490.0,746.0,231.0,6574.5
731.0,353.0,183.0,512.0,4204.0
316.0,838.0,844.0,363.0,7910.5
116.0,590.0,918.0,715.0,7664.5
81.0,100.0,262.0,709.0,2835.5
712.0,989.0,156.0,100.0,5321.0
980.0,862.0,123.0,365.0,5708.5
401.0,287.0,391.0,502.0,4371.0
726.0,117.0,257.0,343.0,3602.5
126.0,810.0,958.0,666.0,8471.0
586.0,39.0,656.0,545.0,5386.5
211.0,241.0,0.0,144.0,1361.0
132.0,918.0,252.0,561.0,5119.5
64.0,226.0,538.0,598.0,4393.0
865.0,706.0,379.0,641.0,6704.5
479.0,931.0,178.0,314.0,5112.0
320.0,799.0,971.0,4.0,7898.0
527.0,619.0,129.0,856.0,4840.0
194.0,717.0,630.0,553.0,6518.5
672.0,621.0,924.0,378.0,8394.0
559.0,953.0,359.0,139.0,5980.5
340.0,942.0,638.0,57.0,6781.5
286.0,413.0,118.0,799.0,3599.5
966.0,183.0,883.0,176.0,7160.0
768.0,548.0,838.0,511.0,8136.5
748.0,659.0,510.0,995.0,7515.5
323.0,170.0,122.0,712.0,2834.0
555.0,430.0,481.0,618.0,5732.0
71.0,417.0,101.0,251.0,2274.5
732.0,513.0,542.0,614.0,6634.0
588.0,138.0,72.0,752.0,3078.0
869.0,12.0,7.0,128.0,2001.0
317.0,978.0,230.0,538.0,5525.0
642.0,784.0,791.0,320.0,8071.0
327.0,124.0,416.0,651.0,4082.5
704.0,49.0,624.0,994.0,6166.0
598.0,715.0,564.0,651.0,7137.5
398.0,783.0,133.0,238.0,4167.0
593.0,826.0,321.0,57.0,5354.5
46.0,572.0,217.0,754.0,4024.0
73.0,255.0,464.0,226.0,3570.0
878.0,535.0,710.0,882.0,8234.0
401.0,880.0,560.0,707.0,7302.5
820.0,375.0,434.0,548.0,5757.0
34.0,29.0,133.0,733.0,1919.5
856.0,243.0,92.0,621.0,3832.5
91.0,368.0,23.0,426.0,2040.0
252.0,321.0,922.0,650.0,7052.0
909.0,728.0,923.0,721.0,9698.5
775.0,484.0,448.0,68.0,5344.0
535.0,968.0,351.0,396.0,6323.0
430.0,953.0,905.0,968.0,9696.0
79.0,451.0,652.0,469.0,5474.5
605.0,977.0,391.0,598.0,6993.0
181.0,924.0,171.0,673.0,4998.5
618.0,129.0,70.0,389.0,2556.5
128.0,560.0,676.0,55.0,5398.5
775.0,616.0,448.0,1000.0,7138.0
67.0,860.0,474.0,630.0,6029.0
883.0,194.0,335.0,24.0,4059.0
780.0,960.0,429.0,763.0,7729.5
944.0,392.0,389.0,746.0,6128.0
803.0,154.0,402.0,341.0,4589.5
920.0,15.0,613.0,348.0,5472.0
657.0,371.0,827.0,825.0,7799.5
519.0,353.0,614.0,240.0,5527.0
736.0,402.0,290.0,106.0,4287.0
496.0,968.0,0.0,123.0,4080.5
851.0,153.0,786.0,727.0,7181.5
627.0,150.0,272.0,921.0,4445.5
733.0,579.0,556.0,149.0,6206.5
370.0,401.0,793.0,792.0,7096.0
81.0,886.0,696.0,661.0,7291.5
350.0,875.0,217.0,583.0,5284.5
177.0,813.0,583.0,52.0,5786.0
68.0,140.0,827.0,559.0,5529.5
895.0,532.0,983.0,803.0,9505.5
838.0,261.0,728.0,791.0,7285.5
416.0,470.0,898.0,523.0,7516.5
617.0,452.0,872.0,119.0,7128.5
38.0,11.0,903.0,515.0,5396.5
675.0,52.0,831.0,644.0,6627.0
848.0,941.0,941.0,885.0,10551.5
742.0,941.0,639.0,715.0,8574.5
261.0,770.0,61.0,674.0,4148.0
240.0,774.0,631.0,300.0,6407.0
575.0,613.0,222.0,807.0,5309.5
48.0,744.0,85.0,418.0,3380.0
615.0,554.0,868.0,91.0,7368.5
720.0,755.0,338.0,498.0,6142.0
133.0,146.0,498.0,711.0,4260.5
615.0,785.0,160.0,460.0,5075.0
731.0,656.0,322.0,910.0,6405.0
113.0,480.0,857.0,653.0,6930.5
218.0,335.0,827.0,658.0,6563.0
794.0,745.0,566.0,159.0,6891.5
935.0,213.0,598.0,568.0,6351.0
535.0,49.0,160.0,518.0,2794.0
246.0,522.0,97.0,154.0,2774.0
212.0,799.0,146.0,149.0,3774.5
657.0,850.0,180.0,922.0,6147.0
998.0,836.0,893.0,899.0,10317.5
861.0,810.0,651.0,112.0,7575.0
929.0,764.0,596.0,682.0,8153.0
44.0,33.0,64.0,260.0,897.0
122.0,173.0,493.0,326.0,3717.0
284.0,326.0,337.0,256.0,3615.0
1000.0,161.0,770.0,600.0,7233.0
941.0,211.0,166.0,888.0,4677.0
836.0,902.0,114.0,241.0,5309.5
237.0,216.0,438.0,964.0,4758.0
296.0,648.0,430.0,391.0,5272.5
131.0,690.0,403.0,186.0,4626.0
724.0,940.0,729.0,118.0,8090.0
17.0,350.0,587.0,856.0,5303.0
185.0,324.0,98.0,61.0,1923.5
948.0,592.0,173.0,797.0,5732.5
807.0,582.0,470.0,318.0,6187.0
435.0,212.0,848.0,469.0,6449.5
424.0,72.0,603.0,187.0,4359.5
995.0,731.0,22.0,966.0,5742.0
326.0,645.0,206.0,825.0,4854.5
778.0,980.0,922.0,226.0,9445.0
659.0,440.0,208.0,158.0,3915.0
789.0,759.0,961.0,832.0,9908.0
977.0,452.0,183.0,52.0,4303.0
185.0,627.0,713.0,291.0,6252.5
674.0,698.0,152.0,609.0,5115.5
555.0,258.0,637.0,765.0,6216.5
579.0,335.0,364.0,161.0,4224.5
29.0,944.0,797.0,4.0,6881.0
639.0,797.0,710.0,643.0,8183.5
410.0,604.0,546.0,931.0,6758.5
971.0,953.0,330.0,301.0,6902.5
45.0,127.0,10.0,414.0,1142.0
976.0,685.0,266.0,52.0,5415.0
870.0,796.0,718.0,43.0,7782.5
828.0,378.0,879.0,623.0,8119.5
500.0,350.0,628.0,856.0,6474.0
29.0,825.0,456.0,810.0,6028.0
180.0,337.0,549.0,794.0,5307.0
927.0,915.0,217.0,341.0,6195.5
730.0,424.0,320.0,783.0,5506.5
458.0,834.0,450.0,361.0,6209.5
434.0,309.0,718.0,41.0,5446.5
214.0,227.0,679.0,797.0,5699.5
532.0,8.0,783.0,339.0,5511.5
885.0,516.0,283.0,582.0,5606.0
328.0,443.0,594.0,506.0,5714.0
615.0,652.0,1000.0,651.0,9162.5
325.0,643.0,519.0,784.0,6350.0
300.0,816.0,12.0,223.0,3442.5
676.0,596.0,434.0,745.0,6427.5
468.0,638.0,332.0,831.0,5756.5
628.0,706.0,481.0,261.0,6170.5
404.0,358.0,207.0,509.0,3680.5
45.0,666.0,838.0,299.0,6726.5
774.0,392.0,918.0,689.0,8347.5
713.0,444.0,734.0,324.0,6914.0
357.0,313.0,718.0,6.0,5252.0
465.0,284.0,122.0,269.0,2795.5
937.0,561.0,447.0,339.0,6300.5
786.0,34.0,434.0,997.0,5339.5
36.0,861.0,858.0,328.0,7437.0
901.0,402.0,287.0,785.0,5620.5
543.0,298.0,449.0,479.0,4943.5
551.0,585.0,994.0,70.0,7932.0
792.0,515.0,633.0,336.0,6798.0
662.0,525.0,969.0,481.0,8465.5
849.0,994.0,958.0,107.0,9630.5
180.0,69.0,62.0,674.0,1888.0
455.0,776.0,393.0,620.0,6133.0
957.0,349.0,281.0,139.0,4574.5
782.0,167.0,1.0,4.0,2076.0
29.0,689.0,414.0,495.0,4937.5
59.0,798.0,968.0,659.0,8340.5
247.0,548.0,60.0,868.0,3740.0
460.0,458.0,219.0,969.0,4842.5
451.0,868.0,663.0,137.0,7026.5
710.0,684.0,172.0,642.0,5295.0
393.0,94.0,452.0,932.0,4726.0
151.0,897.0,616.0,292.0,6511.0
546.0,889.0,282.0,253.0,5548.5
32.0,176.0,654.0,543.0,4676.5
876.0,539.0,867.0,30.0,7749.0
282.0,137.0,172.0,931.0,3231.5
770.0,767.0,861.0,647.0,9116.5
367.0,60.0,221.0,893.0,3358.5
101.0,936.0,752.0,703.0,7824.5
751.0,452.0,636.0,542.0,6851.0
171.0,798.0,994.0,240.0,8066.0
902.0,355.0,645.0,997.0,7589.5
412.0,165.0,116.0,462.0,2592.0
212.0,701.0,937.0,606.0,8121.0
690.0,895.0,947.0,0.0,8800.0
383.0,910.0,253.0,724.0,5847.0
704.0,259.0,840.0,222.0,6718.0
533.0,557.0,95.0,714.0,4283.0
548.0,169.0,139.0,613.0,3217.5
329.0,234.0,201.0,371.0,2921.5
66.0,392.0,835.0,148.0,5705.0
320.0,508.0,658.0,171.0,5710.5
433.0,688.0,180.0,5.0,3837.5
327.0,381.0,832.0,468.0,6659.0
47.0,863.0,479.0,160.0,5318.0
838.0,130.0,792.0,5.0,6033.5
720.0,589.0,161.0,247.0,4382.5
890.0,52.0,210.0,205.0,3293.5
702.0,537.0,707.0,641.0,7511.5
53.0,187.0,226.0,222.0,2130.0
355.0,878.0,112.0,221.0,4235.5
968.0,609.0,764.0,698.0,8630.0
989.0,342.0,532.0,261.0,6055.5
486.0,354.0,468.0,55.0,4456.5
511.0,907.0,508.0,233.0,6632.5
145.0,494.0,959.0,322.0,7050.0
596.0,459.0,304.0,294.0,4530.0
636.0,5.0,912.0,277.0,6262.5
437.0,104.0,746.0,410.0,5531.0
817.0,139.0,69.0,34.0,2447.0
639.0,757.0,746.0,836.0,8533.0
26.0,189.0,344.0,843.0,3603.5
229.0,852.0,944.0,8.0,7746.0
705.0,980.0,833.0,742.0,9628.0
847.0,962.0,197.0,725.0,6652.5
429.0,824.0,468.0,367.0,6220.5
520.0,837.0,824.0,617.0,8596.5
209.0,737.0,129.0,643.0,4238.5
527.0,36.0,686.0,171.0,4848.5
133.0,102.0,188.0,429.0,2155.5
176.0,40.0,700.0,454.0,4653.0
871.0,685.0,773.0,570.0,8517.0
439.0,16.0,680.0,681.0,5347.5
537.0,770.0,650.0,263.0,7028.5
632.0,578.0,9.0,84.0,3169.0
613.0,17.0,86.0,870.0,3012.0
744.0,537.0,98.0,264.0,3985.0
842.0,252.0,532.0,249.0,5473.5
553.0,378.0,942.0,39.0,7008.5
995.0,569.0,347.0,680.0,6452.0
625.0,654.0,61.0,933.0,4916.5
606.0,25.0,809.0,487.0,6062.5
521.0,591.0,159.0,534.0,4411.0
896.0,502.0,502.0,94.0,5949.0
391.0,644.0,832.0,439.0,7532.5
79.0,497.0,455.0,730.0,5019.0
73.0,889.0,761.0,238.0,6975.0
213.0,233.0,488.0,405.0,4172.5
976.0,122.0,467.0,966.0,6102.0
657.0,672.0,703.0,220.0,7175.0
864.0,734.0,262.0,986.0,6719.0
125.0,470.0,657.0,321.0,5426.5
888.0,1000.0,847.0,809.0,10224.5
532.0,233.0,343.0,863.0,4772.5
415.0,853.0,451.0,312.0,6112.0
235.0,490.0,859.0,121.0,6416.5
586.0,832.0,42.0,908.0,5240.0
321.0,172.0,23.0,964.0,2719.0
371.0,384.0,294.0,479.0,4082.5
402.0,543.0,45.0,827.0,3898.5
722.0,612.0,955.0,992.0,9543.0
879.0,767.0,347.0,846.0,7063.0
636.0,106.0,938.0,723.0,7364.5
388.0,7.0,982.0,186.0,5986.0
689.0,964.0,554.0,523.0,7824.5
876.0,642.0,570.0,925.0,7915.5
174.0,832.0,514.0,18.0,5441.0
749.0,891.0,937.0,915.0,10228.5
41.0,966.0,273.0,544.0,5161.0
565.0,453.0,319.0,584.0,4960.0
185.0,345.0,796.0,108.0,5547.0
305.0,506.0,924.0,905.0,8105.5
948.0,710.0,945.0,979.0,10219.5
999.0,330.0,505.0,826.0,6752.0
832.0,268.0,137.0,932.0,4551.0
839.0,622.0,229.0,808.0,5901.0
923.0,763.0,90.0,853.0,5864.5
477.0,249.0,326.0,25.0,3368.5
562.0,802.0,753.0,588.0,8177.0
123.0,170.0,194.0,449.0,2399.5
657.0,977.0,769.0,103.0,8244.5
175.0,511.0,990.0,1000.0,8333.0
53.0,370.0,866.0,309.0,6009.5
682.0,39.0,404.0,605.0,4408.5
592.0,246.0,615.0,442.0,5660.0
522.0,256.0,8.0,10.0,1867.0
419.0,270.0,117.0,827.0,3473.5
553.0,914.0,960.0,651.0,9624.5
599.0,476.0,35.0,620.0,3731.0
638.0,623.0,522.0,380.0,6325.0
735.0,894.0,322.0,837.0,7017.5
417.0,187.0,91.0,62.0,1943.0
643.0,74.0,253.0,629.0,3716.5
437.0,233.0,732.0,722.0,6316.0
89.0,257.0,226.0,686.0,3108.0
393.0,524.0,812.0,291.0,6854.5
207.0,974.0,91.0,674.0,4802.0
79.0,656.0,473.0,231.0,4837.5
982.0,145.0,946.0,261.0,7520.5
905.0,552.0,198.0,907.0,5816.5
547.0,277.0,219.0,627.0,3960.5
806.0,942.0,834.0,15.0,8630.5
331.0,719.0,847.0,996.0,8548.0
171.0,921.0,21.0,255.0,3592.5
638.0,737.0,989.0,108.0,8594.0
95.0,858.0,384.0,231.0,5030.5
614.0,885.0,874.0,644.0,9219.0
645.0,236.0,144.0,929.0,4111.5
642.0,197.0,42.0,971.0,3541.5
483.0,312.0,966.0,530.0,7527.0
992.0,492.0,690.0,872.0,8218.0
181.0,891.0,417.0,157.0,5355.5
540.0,410.0,296.0,249.0,4163.5
794.0,355.0,184.0,760.0,4713.0
83.0,494.0,570.0,178.0,4765.0
630.0,526.0,401.0,473.0,5552.5
301.0,472.0,107.0,564.0,3399.0
127.0,483.0,645.0,446.0,5597.0
114.0,119.0,157.0,421.0,2001.5
834.0,360.0,483.0,105.0,5320.5
425.0,247.0,704.0,880.0,6431.0
268.0,741.0,106.0,751.0,4415.5
337.0,238.0,631.0,889.0,5876.5
488.0,717.0,628.0,806.0,7476.0
433.0,814.0,715.0,163.0,7127.5
312.0,52.0,844.0,795.0,6192.5
840.0,668.0,984.0,636.0,9558.0
244.0,964.0,129.0,867.0,5325.5
616.0,502.0,524.0,333.0,5857.5
452.0,598.0,862.0,459.0,7696.5
547.0,332.0,445.0,379.0,4883.5
747.0,861.0,310.0,481.0,6348.5
471.0,713.0,575.0,951.0,7382.5
33.0,181.0,611.0,324.0,4150.0
34.0,629.0,77.0,327.0,2830.5
963.0,166.0,352.0,807.0,5394.5
729.0,999.0,439.0,429.0,7293.5
934.0,61.0,242.0,424.0,3897.0
909.0,158.0,683.0,489.0,6440.5
109.0,220.0,604.0,851.0,5174.5
231.0,868.0,984.0,38.0,8043.0
744.0,802.0,960.0,522.0,9477.0
580.0,22.0,430.0,371.0,3932.5
587.0,269.0,331.0,389.0,4219.5
992.0,853.0,384.0,243.0,6827.5
634.0,803.0,490.0,293.0,6566.5
475.0,827.0,853.0,903.0,9050.5
121.0,531.0,711.0,330.0,5885.0
10.0,230.0,883.0,64.0,5221.0
336.0,157.0,271.0,791.0,3684.5
771.0,680.0,586.0,678.0,7529.0
143.0,564.0,600.0,530.0,5773.0
921.0,82.0,961.0,400.0,7493.0
366.0,114.0,426.0,426.0,3843.0
399.0,627.0,1.0,907.0,4044.5
898.0,0.0,365.0,649.0,4594.5
542.0,675.0,428.0,657.0,6234.5
296.0,12.0,815.0,749.0,5826.5
551.0,657.0,436.0,374.0,5814.0
453.0,670.0,102.0,299.0,3874.5
578.0,606.0,380.0,773.0,6033.5
283.0,302.0,610.0,530.0,5317.0
896.0,975.0,137.0,929.0,6795.5
860.0,563.0,991.0,572.0,9222.0
382.0,643.0,751.0,791.0,7634.5
391.0,674.0,154.0,914.0,4945.0
796.0,52.0,521.0,298.0,4800.0
704.0,205.0,795.0,349.0,6521.5
827.0,119.0,837.0,12.0,6214.0
651.0,984.0,129.0,810.0,6114.0
290.0,269.0,161.0,820.0,3422.0
63.0,378.0,727.0,399.0,5493.5
469.0,665.0,332.0,503.0,5347.5
119.0,105.0,644.0,116.0,3947.0
51.0,711.0,606.0,623.0,6199.5
563.0,767.0,213.0,755.0,5624.5
64.0,147.0,690.0,567.0,4869.5
360.0,414.0,76.0,409.0,2955.5
131.0,569.0,932.0,855.0,7911.5
323.0,437.0,57.0,694.0,3283.0
478.0,990.0,488.0,444.0,7032.0
767.0,783.0,953.0,467.0,9348.5
471.0,221.0,102.0,577.0,2980.5
528.0,663.0,814.0,350.0,7640.0
794.0,864.0,974.0,102.0,9203.0
627.0,335.0,420.0,800.0,5559.0
236.0,269.0,132.0,982.0,3412.0
434.0,122.0,236.0,359.0,2952.5
902.0,853.0,726.0,922.0,9376.0
46.0,397.0,598.0,310.0,4738.0
685.0,607.0,155.0,966.0,5415.0
610.0,305.0,309.0,979.0,5148.5
449.0,613.0,957.0,771.0,8678.5
633.0,79.0,428.0,582.0,4516.0
635.0,973.0,998.0,676.0,10193.0
352.0,288.0,629.0,632.0,5661.0
275.0,337.0,220.0,631.0,3607.5
780.0,836.0,528.0,156.0,6942.0
456.0,858.0,185.0,905.0,5768.5
998.0,653.0,193.0,328.0,5412.0
933.0,582.0,902.0,366.0,8671.0
516.0,779.0,59.0,298.0,4111.0
286.0,370.0,121.0,251.0,2663.5
655.0,363.0,944.0,50.0,7194.0
358.0,507.0,547.0,221.0,5303.5
862.0,73.0,953.0,360.0,7248.0
104.0,408.0,325.0,893.0,4396.5
829.0,81.0,916.0,687.0,7511.5
212.0,729.0,693.0,455.0,6758.5
665.0,614.0,584.0,733.0,7191.5
486.0,810.0,177.0,211.0,4603.5
250.0,760.0,906.0,614.0,8231.0
55.0,260.0,792.0,10.0,4865.0
607.0,527.0,3.0,696.0,3854.0
711.0,582.0,68.0,764.0,4654.0
504.0,941.0,0.0,909.0,5194.5
528.0,241.0,73.0,705.0,3201.5
873.0,57.0,810.0,971.0,7423.5
388.0,378.0,760.0,125.0,5897.5
926.0,863.0,884.0,683.0,9885.5
25.0,673.0,334.0,432.0,4387.0
210.0,59.0,959.0,498.0,6139.0
24.0,20.0,563.0,98.0,3070.0
941.0,666.0,665.0,545.0,8022.5
260.0,157.0,659.0,958.0,5723.0
967.0,608.0,242.0,995.0,6460.5
183.0,912.0,949.0,55.0,7929.5
626.0,244.0,109.0,943.0,3943.5
94.0,944.0,208.0,717.0,5135.5
179.0,366.0,985.0,637.0,7336.5
89.0,280.0,376.0,49.0,2971.5
278.0,500.0,197.0,637.0,3996.5
401.0,608.0,169.0,418.0,4098.0
362.0,171.0,5.0,685.0,2289.5
879.0,280.0,526.0,674.0,6239.0
375.0,994.0,470.0,215.0,6404.5
535.0,41.0,334.0,165.0,3110.5
878.0,93.0,174.0,190.0,3190.0
862.0,209.0,490.0,472.0,5509.0
50.0,501.0,621.0,339.0,5216.5
497.0,856.0,200.0,301.0,5013.5
524.0,485.0,371.0,89.0,4491.5
121.0,703.0,374.0,85.0,4348.5
345.0,476.0,306.0,750.0,4773.0
370.0,496.0,36.0,312.0,2876.0
7.0,18.0,960.0,238.0,5225.0
502.0,613.0,415.0,61.0,5009.5
696.0,607.0,948.0,377.0,8518.5
115.0,665.0,898.0,985.0,8192.5
963.0,499.0,925.0,413.0,8667.5
409.0,53.0,253.0,832.0,3490.0
854.0,769.0,27.0,261.0,4541.5
276.0,534.0,967.0,345.0,7506.5
888.0,694.0,569.0,432.0,7351.0
550.0,882.0,460.0,455.0,6728.5
143.0,583.0,679.0,196.0,5724.0
238.0,938.0,260.0,1000.0,6090.0
901.0,473.0,584.0,722.0,7224.0
377.0,518.0,996.0,739.0,8396.5
873.0,446.0,595.0,730.0,7154.0
326.0,422.0,148.0,673.0,3667.5
571.0,906.0,511.0,10.0,6430.0
388.0,37.0,585.0,470.0,4517.0
323.0,677.0,316.0,622.0,5190.0
96.0,832.0,235.0,76.0,3977.0
599.0,124.0,537.0,748.0,5377.0
380.0,298.0,911.0,191.0,6495.5
650.0,998.0,396.0,547.0,7094.5
429.0,880.0,482.0,607.0,6818.5
195.0,300.0,547.0,576.0,4889.0
79.0,335.0,515.0,359.0,4276.5
270.0,759.0,551.0,112.0,5740.0
196.0,634.0,87.0,433.0,3378.5
904.0,656.0,215.0,837.0,6106.5
375.0,265.0,110.0,859.0,3383.5
699.0,775.0,912.0,194.0,8574.0
196.0,219.0,469.0,157.0,3629.5
92.0,839.0,949.0,81.0,7567.5
646.0,119.0,450.0,205.0,4206.5
299.0,189.0,429.0,127.0,3500.5
374.0,404.0,218.0,334.0,3551.0
170.0,351.0,691.0,716.0,5922.0
851.0,259.0,239.0,122.0,3857.0
215.0,807.0,774.0,571.0,7577.5
651.0,847.0,520.0,834.0,7694.0
923.0,818.0,607.0,959.0,8773.5
952.0,361.0,746.0,531.0,7513.5
76.0,932.0,556.0,281.0,6149.5
575.0,815.0,996.0,9.0,8588.5
337.0,403.0,627.0,228.0,5360.0
130.0,257.0,206.0,238.0,2418.0
370.0,50.0,901.0,360.0,5935.0
416.0,212.0,984.0,66.0,6487.0
353.0,842.0,303.0,519.0,5525.5
454.0,66.0,406.0,830.0,4381.0
457.0,515.0,87.0,42.0,2957.0
638.0,80.0,101.0,572.0,2879.0
444.0,872.0,130.0,198.0,4451.0
959.0,141.0,152.0,548.0,3923.0
193.0,225.0,269.0,502.0,3159.0
360.0,944.0,519.0,377.0,6712.5
160.0,679.0,987.0,920.0,8672.0
686.0,329.0,176.0,522.0,4022.0
357.0,231.0,592.0,910.0,5732.0
251.0,525.0,452.0,107.0,4497.5
911.0,642.0,552.0,927.0,7898.5
751.0,571.0,391.0,963.0,6614.5
603.0,259.0,682.0,710.0,6458.0
19.0,724.0,915.0,259.0,7173.5
459.0,584.0,337.0,956.0,5789.0
591.0,426.0,414.0,166.0,4779.0
315.0,562.0,604.0,307.0,5796.5
288.0,88.0,105.0,301.0,1816.5
391.0,854.0,116.0,756.0,5058.0
679.0,601.0,838.0,460.0,8041.0
382.0,164.0,348.0,767.0,4146.5
362.0,925.0,429.0,832.0,6892.0
579.0,603.0,299.0,764.0,5608.0
545.0,830.0,329.0,201.0,5526.5
768.0,591.0,745.0,233.0,7383.5
922.0,268.0,749.0,128.0,6585.0
693.0,608.0,867.0,342.0,8058.0
585.0,942.0,53.0,998.0,5758.0
889.0,147.0,449.0,446.0,5133.0
838.0,842.0,583.0,534.0,7918.0
559.0,480.0,115.0,408.0,3745.0
356.0,697.0,688.0,516.0,7017.0
551.0,147.0,134.0,648.0,3185.0
585.0,117.0,442.0,586.0,4610.0
699.0,934.0,718.0,126.0,7979.0
12.0,757.0,123.0,437.0,3565.5
891.0,112.0,331.0,203.0,4077.5
629.0,350.0,931.0,370.0,7518.0
703.0,192.0,588.0,889.0,6255.5
16.0,634.0,232.0,641.0,4055.5
952.0,149.0,446.0,184.0,4857.0
454.0,25.0,554.0,257.0,4138.5
296.0,498.0,819.0,111.0,6347.5
663.0,482.0,402.0,559.0,5620.5
42.0,835.0,286.0,259.0,4407.5
816.0,859.0,703.0,25.0,7761.5
321.0,125.0,29.0,148.0,1384.0
419.0,596.0,266.0,260.0,4346.0
912.0,639.0,436.0,412.0,6539.0
860.0,651.0,543.0,772.0,7546.0
308.0,73.0,829.0,432.0,5628.0
963.0,103.0,461.0,508.0,5302.0
755.0,264.0,502.0,414.0,5433.0
79.0,405.0,199.0,677.0,3383.5
602.0,286.0,836.0,64.0,6338.0
728.0,480.0,466.0,250.0,5601.0
568.0,856.0,571.0,416.0,7183.0
712.0,73.0,594.0,368.0,5165.0
215.0,77.0,896.0,221.0,5472.5
745.0,59.0,501.0,584.0,5048.0
680.0,36.0,866.0,966.0,7247.0
910.0,380.0,139.0,98.0,3802.0
866.0,582.0,878.0,240.0,8228.0
662.0,715.0,971.0,238.0,8681.0
104.0,332.0,21.0,415.0,1931.5
287.0,750.0,495.0,209.0,5612.5
632.0,314.0,18.0,36.0,2350.0
489.0,531.0,479.0,753.0,6095.5
147.0,861.0,761.0,344.0,7198.0
918.0,210.0,106.0,619.0,3924.5
928.0,902.0,53.0,298.0,5274.0
407.0,17.0,717.0,72.0,4558.0
811.0,668.0,918.0,449.0,8889.5
532.0,98.0,91.0,75.0,1925.5
570.0,670.0,253.0,798.0,5612.0
301.0,819.0,349.0,583.0,5678.5
272.0,113.0,785.0,362.0,5351.0
153.0,605.0,411.0,394.0,4767.0
0.0,187.0,361.0,906.0,3725.0
